llm,story,voice_style,concreteness_specificity,register_level,language_mix,rhythm_syntax,syntax_complexity,paragraphing_lineation,sentence_form_preference,pov_distance,pov_person,pov_scope,tense,free_indirect_presence,narrator_reliability,structure_pacing,temporal_handling,narrative_modality,exposition_strategy,narrative_drive,tone_mood,tonal_span,rhetorical_stance,imagery_density,sensory_bias,motif_strategy,dialogue_density,dialogue_subtext,dialogue_markup,experimentation_degree,associative_gaps,metafictional_devices,closure_cadence,closure_form,genre_family,topic_domain,setting_time,setting_space,worldbuilding_intensity,conflict_type,stakes_level,cast_size,internal_external_ratio,realism_spectrum,ending_valence,prompt_dependency,evaluator_id,raw_path
deepseek-reasoner,story_wc_108.txt,7.5,7.2,Neutral,Occasional,7.4,6.8,6.5,Balanced,7.8,ThirdLimited,Single,Past,Sustained,Reliable,6.0,Linear,Reflective,Distributed,Character,8.8,3.0,Earnest,7.6,Mixed,Threaded,0.0,0.0,Minimal,2.0,1.0,Absent,7.5,Decisive,Literary,Existential,Contemporary,Abstract,2.5,Internal,Existential,Solo,2.5,3.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_108.txt
deepseek-reasoner,story_wc_105.txt,8.8,8.6,High,Monolingual,7.6,8.2,1.0,Balanced,7.2,ThirdLimited,Single,Past,Incidental,Reliable,6.4,Linear,Balanced,Distributed,Character,9.0,4.5,Earnest,9.2,Mixed,Transforming,0.0,0.0,Minimal,3.0,2.0,Absent,8.5,Resonant,Literary,Memory,Future,Transit,4.0,Internal,Relational,Solo,3.0,7.5,Ambiguous,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_105.txt
deepseek-reasoner,story_wc_104.txt,7.5,8.0,High,Monolingual,7.5,7.0,5.0,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Scenic,Distributed,Situation,8.5,3.5,Earnest,8.5,Mixed,Threaded,0.0,0.0,Minimal,3.0,1.5,Absent,7.5,Resonant,Literary,Nature,Future,Urban,3.5,Societal,Existential,Solo,6.0,6.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_104.txt
deepseek-reasoner,story_wc_112.txt,7.6,6.9,High,Monolingual,7.2,6.6,6.1,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,7.4,Linear,Balanced,Distributed,Idea,8.9,3.2,Earnest,8.0,Mixed,Threaded,0.0,0.0,Minimal,2.1,2.0,Absent,8.2,Resonant,Speculative,Existential,Future,Workplace,4.2,Internal,Existential,Solo,2.1,7.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_112.txt
deepseek-reasoner,story_wc_107.txt,8.5,8.0,High,Monolingual,7.5,7.0,6.0,Balanced,7.5,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Character,8.5,4.0,Earnest,8.5,Visual,Transforming,1.0,2.0,Minimal,2.5,2.0,Absent,8.0,Resonant,Literary,Existential,Future,Workplace,3.0,Internal,Existential,Solo,2.0,3.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_107.txt
deepseek-reasoner,story_wc_110.txt,7.5,7.0,High,Monolingual,7.5,7.0,6.5,Hypotaxis,7.5,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Character,8.0,3.0,Earnest,7.5,Visual,Transforming,0.5,8.0,Minimal,2.0,2.0,Absent,8.0,Resonant,Literary,Family,Contemporary,Urban,2.0,Interpersonal,Relational,Duo,3.0,1.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_110.txt
deepseek-reasoner,story_wc_109.txt,9.1,7.6,High,Monolingual,7.8,7.2,5.0,Hypotaxis,5.5,ThirdLimited,Single,Past,Incidental,Reliable,4.0,Linear,Reflective,Distributed,Voice,9.2,3.0,Earnest,9.0,Auditory,Threaded,0.0,0.0,Minimal,5.0,2.0,Absent,8.5,Decisive,Fabulist,Existential,Timeless,Rural,2.0,Internal,Existential,Solo,1.5,7.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_109.txt
deepseek-reasoner,story_wc_115.txt,8.0,8.8,High,Monolingual,8.0,7.5,6.5,Balanced,6.8,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Character,8.5,3.0,Earnest,8.5,Mixed,Threaded,0.8,2.0,Minimal,2.0,1.5,Absent,8.5,Resonant,Literary,Work,Contemporary,Workplace,3.0,Internal,Moral,Solo,3.5,6.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_115.txt
deepseek-reasoner,story_wc_118.txt,7.8,6.5,High,Monolingual,7.5,7.2,4.5,Hypotaxis,6.0,ThirdLimited,Single,Past,Incidental,Reliable,3.0,Linear,Reflective,Distributed,Idea,8.5,3.0,Earnest,7.0,Visual,Transforming,0.0,0.0,Minimal,2.0,2.0,Incidental,7.5,Resonant,Speculative,Memory,Future,Workplace,4.0,Internal,Existential,Solo,2.0,7.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_118.txt
deepseek-reasoner,story_wc_119.txt,7.5,6.0,High,Monolingual,7.0,7.0,6.0,Balanced,5.5,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Balanced,Distributed,Idea,7.5,3.0,Earnest,7.0,Visual,Transforming,2.0,6.0,Mixed,2.0,1.5,Absent,7.5,Decisive,Literary,Existential,Contemporary,Rural,2.5,Internal,Existential,Duo,3.0,3.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_119.txt
deepseek-reasoner,story_wc_11.txt,7.8,6.8,High,Monolingual,7.0,7.2,5.5,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,5.5,Braided,Balanced,Distributed,Idea,8.0,3.0,Earnest,7.0,Visual,Threaded,0.0,0.0,Minimal,4.0,2.0,Absent,8.5,Resonant,Literary,Existential,Future,Workplace,3.5,Internal,Existential,Solo,2.0,7.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_11.txt
deepseek-reasoner,story_wc_117.txt,7.5,7.8,High,Monolingual,7.2,6.8,5.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Character,8.5,4.0,Earnest,7.6,NA,Transforming,1.5,6.0,BeatHeavy,1.5,1.0,Absent,8.5,Resonant,Literary,Memory,Contemporary,Rural,2.0,Internal,Relational,Duo,2.5,2.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_117.txt
deepseek-reasoner,story_wc_111.txt,7.8,7.0,High,Monolingual,7.5,7.2,6.0,Balanced,5.5,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Balanced,Distributed,Character,8.2,5.0,Earnest,8.5,Visual,Transforming,2.5,6.5,Mixed,3.0,2.0,Absent,8.0,Resonant,Fabulist,Nature,Future,Rural,3.5,Societal,Existential,Duo,4.0,7.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_111.txt
deepseek-reasoner,story_wc_114.txt,8.2,7.8,High,Monolingual,7.5,7.2,6.0,Balanced,7.0,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Balanced,Distributed,Situation,8.8,3.0,Earnest,8.0,Visual,Threaded,0.0,0.0,Minimal,2.0,1.5,Absent,8.5,Resonant,Speculative,Existential,Future,Workplace,4.5,Environmental,Existential,Solo,4.5,3.2,Ambiguous,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_114.txt
deepseek-reasoner,story_wc_122.txt,8.5,8.0,High,Monolingual,8.0,7.0,5.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Character,8.5,3.0,Earnest,8.5,Tactile,Transforming,0.5,7.0,Minimal,3.0,2.0,Absent,8.5,Resonant,Literary,Existential,Timeless,Rural,2.0,Internal,Existential,Duo,2.0,3.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_122.txt
deepseek-reasoner,story_wc_113.txt,8.6,8.3,High,Monolingual,7.5,6.6,5.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,8.0,Linear,Scenic,Distributed,Situation,9.0,3.0,Earnest,9.0,Mixed,Transforming,0.0,0.0,Minimal,3.0,2.0,Incidental,8.7,Resonant,Fabulist,Memory,Timeless,Workplace,2.0,Supernatural,Existential,Solo,3.0,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_113.txt
deepseek-reasoner,story_wc_121.txt,8.6,6.8,High,Monolingual,7.6,7.8,2.0,Hypotaxis,6.2,ThirdLimited,Single,Past,Absent,Reliable,6.8,Linear,Balanced,Distributed,Character,8.9,3.6,Earnest,8.8,Visual,Transforming,0.0,0.0,Minimal,3.4,2.2,Absent,8.7,Resonant,Literary,Existential,Timeless,Abstract,4.2,Internal,Existential,Solo,1.8,9.1,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_121.txt
deepseek-reasoner,story_wc_120.txt,8.5,7.0,High,Monolingual,7.5,7.5,6.0,Hypotaxis,7.5,ThirdLimited,Single,Past,Incidental,Reliable,7.5,Linear,Balanced,Distributed,Idea,9.0,3.0,Earnest,8.5,Visual,Transforming,0.5,3.0,Minimal,2.0,2.0,Absent,9.0,Resonant,Fabulist,Memory,Timeless,Abstract,2.5,Internal,Existential,Solo,2.0,8.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_120.txt
deepseek-reasoner,story_wc_12.txt,8.5,4.0,High,Monolingual,7.5,7.5,6.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,3.5,Linear,Reflective,Distributed,Idea,8.0,5.0,Earnest,8.0,Auditory,Transforming,1.0,5.0,Minimal,4.0,2.0,Absent,8.5,Resonant,Literary,Existential,Timeless,Abstract,5.0,Internal,Existential,Duo,2.5,9.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_12.txt
deepseek-reasoner,story_wc_123.txt,6.8,7.1,High,Monolingual,6.7,6.6,5.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,5.5,Linear,Balanced,Distributed,Idea,7.6,3.5,Earnest,7.0,Visual,Threaded,0.5,2.0,Minimal,2.0,1.5,Absent,6.5,Suspended,Speculative,Social,Future,Domestic,4.0,Societal,Moral,Solo,4.0,3.5,Ambiguous,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_123.txt
deepseek-reasoner,story_wc_116.txt,8.2,6.5,High,Monolingual,7.6,7.7,5.5,Hypotaxis,4.5,ThirdLimited,Single,Past,Absent,Reliable,3.0,Linear,Reflective,Distributed,Idea,8.5,3.5,Earnest,8.0,Mixed,Threaded,0.0,0.0,Minimal,3.5,2.0,Absent,8.5,Circular,Fabulist,Existential,Timeless,Abstract,4.5,Supernatural,Existential,Solo,3.0,9.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_116.txt
deepseek-reasoner,story_wc_126.txt,8.0,7.5,High,Monolingual,7.0,6.5,6.0,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Balanced,Distributed,Character,8.5,4.0,Earnest,8.0,Auditory,Transforming,2.0,5.0,Mixed,2.0,1.0,Absent,8.5,Circular,Fabulist,Nature,Future,Transit,3.5,Environmental,Existential,Solo,4.0,7.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_126.txt
deepseek-reasoner,story_wc_127.txt,7.8,8.5,High,Monolingual,7.5,7.2,6.0,Hypotaxis,6.5,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Character,8.5,4.0,Earnest,8.8,Mixed,Transforming,0.0,0.0,Minimal,2.0,1.5,Absent,8.5,Resonant,Literary,Memory,Timeless,Workplace,3.5,Internal,Existential,Solo,1.5,7.0,Ambiguous,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_127.txt
deepseek-reasoner,story_wc_124.txt,8.6,8.4,High,Monolingual,7.9,7.6,6.0,Hypotaxis,6.0,ThirdLimited,Single,Past,Incidental,Reliable,8.0,Linear,Balanced,Distributed,Character,9.0,3.0,Earnest,8.8,Mixed,Threaded,2.5,6.0,Mixed,2.0,1.5,Absent,8.0,Resonant,Literary,Memory,Future,Urban,5.5,Internal,Existential,Duo,2.5,7.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_124.txt
deepseek-reasoner,story_wc_125.txt,7.8,6.2,High,Monolingual,7.0,6.5,6.0,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Idea,8.0,3.5,Earnest,7.2,Visual,Transforming,0.2,0.0,Minimal,3.0,2.0,Absent,8.5,Resonant,Literary,Existential,Future,Rural,4.0,Internal,Moral,Duo,2.5,8.0,Ambiguous,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_125.txt
deepseek-reasoner,story_wc_128.txt,6.6,6.5,High,Monolingual,6.8,6.5,5.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,5.0,Linear,Balanced,Distributed,Character,7.0,4.5,Earnest,6.0,Mixed,Threaded,2.0,3.0,Mixed,1.5,1.0,Absent,8.0,Resonant,Literary,Memory,Contemporary,Urban,2.0,Internal,Relational,Small,3.5,0.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_128.txt
deepseek-reasoner,story_wc_130.txt,8.5,8.2,High,Monolingual,7.8,7.6,1.0,Hypotaxis,7.2,ThirdLimited,Single,Past,Incidental,Reliable,5.5,Linear,Balanced,Distributed,Character,8.6,5.0,Earnest,8.7,Mixed,Transforming,0.0,0.0,Minimal,3.0,1.2,Absent,8.0,Resonant,Fabulist,Memory,Timeless,Abstract,4.5,Internal,Existential,Solo,1.5,8.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_130.txt
deepseek-reasoner,story_wc_13.txt,8.6,7.4,High,Monolingual,7.7,7.6,5.0,Balanced,5.5,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Idea,8.3,3.5,Earnest,8.8,Mixed,Transforming,0.0,0.0,Minimal,2.8,1.0,Absent,7.6,Resonant,Fabulist,Existential,Timeless,Urban,5.2,Environmental,Existential,Solo,4.0,9.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_13.txt
deepseek-reasoner,story_wc_129.txt,8.7,7.6,High,Monolingual,7.9,8.2,6.0,Hypotaxis,6.5,ThirdLimited,Single,Past,Incidental,Reliable,4.5,Linear,Balanced,Distributed,Character,8.8,3.0,Earnest,8.5,Visual,Transforming,0.5,5.0,Minimal,2.0,1.5,Absent,8.0,Resonant,Fabulist,Social,Timeless,Rural,5.5,Societal,Relational,Small,3.5,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_129.txt
deepseek-reasoner,story_wc_131.txt,7.8,7.2,High,Monolingual,7.5,7.0,5.5,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Flashback,Balanced,Distributed,Character,8.5,3.0,Earnest,8.0,Mixed,Transforming,0.5,2.0,Minimal,3.0,2.0,Absent,8.0,Resonant,Fabulist,Memory,Contemporary,Workplace,3.0,Internal,Moral,Solo,2.0,6.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_131.txt
deepseek-reasoner,story_wc_137.txt,8.3,7.2,High,Monolingual,7.4,7.6,5.0,Hypotaxis,6.5,ThirdLimited,Single,Past,Incidental,Reliable,6.2,Linear,Reflective,Distributed,Character,8.8,5.0,Earnest,8.0,Auditory,Transforming,0.0,0.0,Minimal,3.0,2.0,Absent,9.0,Resonant,Fabulist,Memory,Timeless,Rural,2.0,Internal,Existential,Solo,2.0,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_137.txt
deepseek-reasoner,story_wc_134.txt,8.7,7.6,High,Monolingual,8.2,8.5,5.5,Hypotaxis,6.0,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Idea,8.8,3.0,Earnest,8.9,Mixed,Transforming,2.0,4.0,Minimal,3.0,2.0,Absent,8.5,Resonant,Fabulist,Existential,Timeless,Abstract,3.5,Supernatural,Existential,Duo,2.5,8.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_134.txt
deepseek-reasoner,story_wc_132.txt,7.6,7.2,High,Monolingual,7.5,7.8,6.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,5.5,Linear,Balanced,Minimal,Character,8.2,3.5,Earnest,8.0,Mixed,Transforming,0.0,0.0,Minimal,2.0,1.0,Absent,8.5,Resonant,Literary,Nature,Contemporary,Workplace,2.0,Internal,Existential,Solo,2.5,0.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_132.txt
deepseek-reasoner,story_wc_140.txt,7.8,6.5,High,Monolingual,7.0,7.2,5.5,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,3.5,Linear,Reflective,Distributed,Character,8.0,3.0,Earnest,7.5,Mixed,Threaded,0.0,0.0,Minimal,2.0,2.0,Absent,8.5,Resonant,Literary,Memory,Contemporary,Urban,3.5,Societal,Moral,Solo,3.0,1.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_140.txt
deepseek-reasoner,story_wc_14.txt,7.8,7.0,High,Monolingual,7.5,7.2,5.0,Hypotaxis,6.0,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Idea,8.5,2.5,Earnest,8.2,Mixed,Threaded,0.0,0.0,Minimal,3.0,2.0,Absent,8.0,Resonant,Fabulist,Memory,Timeless,Rural,3.0,Internal,Existential,Solo,2.0,8.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_14.txt
deepseek-reasoner,story_wc_133.txt,8.2,7.6,High,Monolingual,7.9,7.5,6.0,Balanced,7.0,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Balanced,Distributed,Idea,8.8,3.0,Earnest,8.5,Mixed,Transforming,2.0,3.0,Mixed,2.5,1.5,Absent,8.0,Resonant,Literary,Memory,Future,Rural,3.0,Internal,Existential,Duo,3.0,7.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_133.txt
deepseek-reasoner,story_wc_136.txt,7.8,7.2,High,Monolingual,7.5,7.0,5.5,Hypotaxis,6.5,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Character,8.5,3.0,Earnest,8.5,Visual,Threaded,0.5,2.0,Minimal,2.0,1.0,Absent,6.5,Open,Fabulist,Existential,Timeless,Abstract,3.5,Internal,Existential,Solo,2.5,9.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_136.txt
deepseek-reasoner,story_wc_138.txt,8.3,6.7,High,Occasional,7.8,7.6,2.0,Hypotaxis,6.5,ThirdLimited,Single,Past,Incidental,Reliable,4.5,Linear,Reflective,Distributed,Idea,8.5,5.5,Earnest,8.8,Visual,Transforming,0.0,0.0,Minimal,3.0,2.0,Absent,8.8,Resonant,Literary,Existential,Timeless,Abstract,4.5,Internal,Existential,Solo,2.0,9.2,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_138.txt
deepseek-reasoner,story_wc_139.txt,7.6,6.2,High,Monolingual,7.5,7.8,6.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,4.5,Linear,Reflective,Distributed,Idea,8.2,4.0,Earnest,7.8,Visual,Transforming,0.0,0.0,Minimal,3.0,2.0,Absent,7.5,Resonant,Fabulist,Family,Contemporary,Workplace,2.0,Internal,Moral,Solo,2.0,6.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_139.txt
deepseek-reasoner,story_wc_143.txt,7.8,7.0,High,Monolingual,7.5,7.0,6.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Balanced,Distributed,Idea,8.5,3.0,Earnest,8.0,Visual,Threaded,0.0,0.0,Minimal,2.0,1.5,Absent,8.0,Resonant,Speculative,Memory,Future,Abstract,3.5,Internal,Existential,Solo,2.5,8.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_143.txt
deepseek-reasoner,story_wc_142.txt,6.8,7.3,Neutral,Monolingual,6.5,6.0,5.0,Balanced,7.0,ThirdLimited,Single,Past,Incidental,Reliable,5.5,Linear,Balanced,Distributed,Character,7.5,4.5,Earnest,7.0,Visual,Transforming,2.5,5.0,Mixed,2.0,1.5,Absent,8.0,Resonant,Literary,Social,Future,Urban,5.5,Societal,Moral,Small,5.0,6.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_142.txt
deepseek-reasoner,story_wc_147.txt,8.5,7.8,High,Monolingual,7.5,7.2,6.0,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Character,9.0,4.0,Earnest,8.8,Mixed,Transforming,0.0,0.0,Minimal,3.0,2.0,Absent,8.5,Resonant,Speculative,Memory,Future,Abstract,5.5,Internal,Existential,Solo,3.0,8.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_147.txt
deepseek-reasoner,story_wc_144.txt,7.8,8.5,High,Monolingual,7.5,7.0,6.0,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,8.0,Linear,Scenic,Distributed,Situation,8.0,3.0,Earnest,8.0,Mixed,Threaded,2.0,2.0,Minimal,2.0,1.0,Absent,8.5,Decisive,Speculative,Work,Future,Workplace,4.5,Internal,Professional,Small,5.0,6.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_144.txt
deepseek-reasoner,story_wc_141.txt,7.8,6.6,High,Monolingual,7.5,6.8,6.0,Balanced,7.0,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Flashback,Balanced,Distributed,Idea,8.5,4.5,Earnest,7.5,Auditory,Transforming,2.0,5.0,Mixed,2.5,2.0,Absent,8.5,Resonant,Literary,Family,Timeless,Workplace,2.0,Internal,Existential,Solo,2.0,7.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_141.txt
deepseek-reasoner,story_wc_146.txt,8.2,7.6,High,Monolingual,8.5,7.2,7.8,Balanced,5.0,ThirdLimited,Single,Past,Absent,Reliable,5.0,Linear,Balanced,Distributed,Idea,8.8,3.0,Earnest,8.5,Auditory,Threaded,0.0,0.0,Minimal,2.0,1.5,Absent,8.5,Resonant,Fabulist,Memory,Timeless,Urban,3.0,Supernatural,Existential,Solo,4.0,7.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_146.txt
deepseek-reasoner,story_wc_135.txt,7.8,6.8,High,Monolingual,7.2,7.0,5.5,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,3.5,Linear,Reflective,Distributed,Idea,7.0,4.5,Earnest,7.0,Mixed,Transforming,0.0,0.0,Minimal,2.0,1.5,Absent,8.0,Resonant,Literary,Memory,Timeless,Workplace,3.0,Internal,Existential,Solo,2.0,5.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_135.txt
deepseek-reasoner,story_wc_148.txt,8.6,7.5,High,Monolingual,8.0,7.7,6.5,Hypotaxis,7.0,First,Single,Past,Absent,Ambiguous,6.0,Linear,Balanced,Distributed,Character,8.8,4.0,Earnest,8.2,Mixed,Threaded,0.0,0.0,Minimal,3.0,2.0,Incidental,7.5,Resonant,Horror,Family,Timeless,Rural,2.5,Supernatural,Existential,Solo,4.5,7.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_148.txt
deepseek-reasoner,story_wc_153.txt,8.7,7.8,High,Monolingual,7.6,7.1,5.5,Hypotaxis,7.0,ThirdLimited,Single,Past,Absent,Reliable,7.5,Linear,Balanced,Distributed,Character,9.0,3.0,Earnest,8.8,Mixed,Threaded,0.0,0.0,Minimal,3.0,2.0,Absent,8.0,Resonant,Fabulist,Existential,Timeless,Rural,3.5,Internal,Relational,Solo,2.0,8.8,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_153.txt
deepseek-reasoner,story_wc_149.txt,8.8,6.7,High,Monolingual,7.8,7.5,5.5,Hypotaxis,6.0,ThirdLimited,Alternating,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Character,8.5,5.5,Earnest,8.2,Visual,Transforming,0.0,0.0,Minimal,3.0,2.0,Absent,9.0,Resonant,Fabulist,Memory,Timeless,Workplace,4.5,Supernatural,Existential,Duo,3.0,9.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_149.txt
deepseek-reasoner,story_wc_15.txt,8.6,7.5,High,Monolingual,7.6,7.3,5.5,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Character,9.0,3.0,Earnest,8.5,Visual,Transforming,0.0,0.0,Minimal,3.0,2.0,Absent,8.7,Resonant,Fabulist,Nature,Timeless,Rural,3.5,Environmental,Moral,Solo,4.0,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/deepseek-reasoner/story_wc_15.txt
